Date,Male,Female,Age0To19,Age20To29,Age30To39,Age40To49,Age50To59,Age60To69,Age70OrMore,TotalNewCases,Recovered,Deaths,TotalConfirmedCases,TotalRecovered,TotalDeaths,ActiveCases
2020-04-06,0,0,0,0,0,0,0,0,0,0,0,0,12,6,0,6
2020-04-07,1,2,1,0,2,0,0,0,0,3,6,0,15,12,0,3
2020-04-08,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-13,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-15,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-16,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-17,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-18,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-19,0,0,0,0,0,0,0,0,0,0,0,0,15,12,0,3
2020-04-20,0,0,0,0,0,0,0,0,0,0,3,0,15,15,0,0
2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
2020-04-22,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0
2020-04-23,1,0,0,0,0,1,0,0,0,1,0,0,16,15,0,1
2020-04-24,2,0,1,0,0,0,0,0,1,2,0,0,18,15,0,3
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,18,15,0,3
2020-04-26,1,0,0,0,0,0,0,0,1,1,0,0,19,15,0,4
2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,19,15,0,4
2020-05-05,0,0,0,0,0,0,0,0,0,0,1,0,19,16,0,3
2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,3
2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,3
2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,3
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,19,16,0,3
2020-05-10,0,0,0,0,0,0,0,0,0,0,3,0,19,19,0,0
2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,19,19,0,0
2020-05-22,1,0,0,1,0,0,0,0,0,1,0,0,20,19,0,1
2020-05-23,6,0,0,0,6,0,0,0,0,6,0,0,26,19,0,7
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,7
2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,7
2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,7
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,7
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,26,19,0,7
2020-05-29,1,0,0,0,1,0,0,0,0,1,0,0,27,19,0,8
2020-05-30,2,2,0,1,1,1,0,1,0,4,0,0,31,19,0,12
2020-05-31,1,1,1,0,0,0,1,0,0,2,0,0,33,19,0,14
2020-06-01,1,5,3,1,0,1,1,0,0,6,0,0,39,19,0,20
2020-06-02,14,19,9,10,7,5,2,0,0,33,2,0,72,21,0,51
2020-06-03,10,9,6,7,2,1,1,1,1,19,5,0,91,26,0,65
2020-06-04,0,2,0,0,0,0,0,0,0,6,0,0,97,26,0,71
2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,97,26,0,71
2020-06-06,1,2,2,0,0,1,0,0,0,3,0,0,100,26,0,74
2020-06-07,0,2,0,0,0,2,0,0,0,2,0,0,102,26,0,76
2020-06-08,1,0,0,0,1,0,0,0,0,1,5,0,103,31,0,72
2020-06-09,2,0,0,0,0,2,0,0,0,2,0,0,105,31,0,74
2020-06-10,2,1,1,0,2,0,0,0,0,3,5,0,108,36,0,72
2020-06-11,1,1,0,0,0,1,0,0,1,2,8,0,110,44,0,66
2020-06-12,7,7,9,2,1,2,0,0,0,14,6,0,124,50,0,74
2020-06-13,4,5,4,1,1,3,0,0,0,9,8,0,133,58,0,75
2020-06-14,0,0,0,0,0,0,0,0,0,0,14,0,133,72,0,61
2020-06-15,1,1,1,0,0,1,0,0,0,2,7,0,135,79,0,56
2020-06-16,0,0,0,0,0,0,0,0,0,0,9,0,135,88,0,47
2020-06-17,0,0,0,0,0,0,0,0,0,1,4,0,136,92,0,44
2020-06-18,4,0,0,1,2,1,0,0,0,4,6,0,140,98,0,42
2020-06-19,3,0,0,0,2,1,0,0,0,3,5,0,143,103,0,40
2020-06-20,0,0,0,0,0,0,0,0,0,2,12,0,145,115,0,30
2020-06-21,6,0,0,0,4,2,0,0,0,6,3,0,151,118,0,33
2020-06-22,1,2,1,0,1,1,0,0,0,3,0,0,154,118,0,36
2020-06-23,0,0,0,0,0,0,0,0,0,0,12,0,154,130,0,24
2020-06-24,0,0,0,0,0,0,0,0,0,2,3,0,156,133,0,23
2020-06-25,3,0,1,1,1,0,0,0,0,3,0,0,159,133,0,26
2020-06-26,3,3,1,0,1,1,3,0,0,6,0,0,165,133,0,32
2020-06-27,2,1,1,0,1,1,0,0,0,3,0,0,168,133,0,35
2020-06-28,0,0,0,0,0,0,0,0,0,4,6,0,172,139,0,33
2020-06-29,0,0,0,0,0,0,0,0,0,1,0,0,173,139,0,34
2020-06-30,0,0,0,0,0,0,0,0,0,1,0,0,174,139,0,35
2020-07-01,0,0,0,0,0,0,0,0,0,0,1,0,174,140,0,34
2020-07-02,3,1,0,0,2,1,1,0,0,4,4,0,178,144,0,34
2020-07-03,4,1,1,0,2,1,0,0,1,5,0,0,183,144,0,39
2020-07-04,3,0,0,2,1,0,0,0,0,3,11,0,186,155,0,31
2020-07-05,0,0,0,0,0,0,0,0,0,2,0,0,188,155,0,33
2020-07-06,15,0,0,0,11,2,2,0,0,15,9,0,203,164,0,39
2020-07-07,25,0,0,2,17,4,2,0,0,25,4,0,228,168,0,60
2020-07-08,0,0,0,0,0,0,0,0,0,29,5,0,257,173,0,84
2020-07-09,0,0,0,0,0,0,0,0,0,3,0,0,260,173,0,87
2020-07-10,10,0,0,1,2,6,1,0,0,10,2,0,270,175,0,95
2020-07-11,3,2,0,0,3,0,2,0,0,5,9,0,275,184,0,91
2020-07-12,0,0,0,0,0,0,0,0,0,10,6,0,285,190,0,95
2020-07-13,0,0,0,0,0,0,0,0,0,3,0,0,288,190,0,98
2020-07-14,0,0,0,0,0,0,0,0,0,10,18,0,298,208,0,90
2020-07-15,0,0,0,0,0,0,0,0,0,9,8,0,307,216,0,91
2020-07-16,0,0,0,0,0,0,0,0,0,6,15,0,313,231,0,82
2020-07-17,0,0,0,0,0,0,0,0,0,8,12,0,321,243,0,78
2020-07-18,0,0,0,0,0,0,0,0,0,5,13,0,326,256,0,70
2020-07-19,0,0,0,0,0,0,0,0,0,15,10,0,341,266,0,75
2020-07-20,0,0,0,0,0,0,0,0,0,2,8,0,343,274,0,69
2020-07-21,0,0,0,0,0,0,0,0,0,14,11,0,357,285,0,72
2020-07-22,7,4,3,4,1,1,1,0,1,11,8,0,368,293,0,75
2020-07-23,2,1,0,0,1,0,2,0,0,3,7,0,371,300,0,71
2020-07-24,7,7,8,2,1,2,1,0,0,14,0,0,385,300,0,85
2020-07-25,0,0,0,0,0,0,0,0,0,11,12,0,396,312,0,84
2020-07-26,0,0,0,0,0,0,0,0,0,13,3,0,409,315,0,94
2020-07-27,0,0,0,0,0,0,0,0,0,15,16,0,424,331,0,93
2020-07-28,0,0,0,0,0,0,0,0,0,24,5,0,448,336,0,112
2020-07-29,0,0,0,0,0,0,0,0,0,15,6,0,463,342,0,121
2020-07-30,0,0,0,0,0,0,0,0,0,48,5,0,511,347,0,164
2020-07-31,0,0,0,0,0,0,0,0,0,21,10,0,532,357,0,175
2020-08-01,0,0,0,0,0,0,0,0,0,49,5,0,581,362,0,219
2020-08-02,0,0,0,0,0,0,0,0,0,77,9,3,658,371,3,284
2020-08-03,0,0,0,0,0,0,0,0,0,60,5,1,718,376,4,338
2020-08-04,0,0,0,0,0,0,0,0,0,83,0,2,801,376,6,419
2020-08-05,0,0,0,0,0,0,0,0,0,101,29,0,902,405,6,491
2020-08-06,0,0,0,0,0,0,0,0,0,92,0,2,994,405,8,581
2020-08-07,0,0,0,0,0,0,0,0,0,50,30,0,1044,435,8,601
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,1044,435,8,601
2020-08-09,0,0,0,0,0,0,0,0,0,160,20,0,1204,455,8,741
2020-08-10,0,0,0,0,0,0,0,0,0,32,23,1,1236,478,9,749
2020-08-11,0,0,0,0,0,0,0,0,0,88,30,0,1324,508,9,807
2020-08-12,0,0,0,0,0,0,0,0,0,69,25,2,1393,533,11,849
2020-08-13,0,0,0,0,0,0,0,0,0,143,45,0,1536,578,11,947
2020-08-14,0,0,0,0,0,0,0,0,0,83,43,0,1619,621,11,987
2020-08-15,0,0,0,0,0,0,0,0,0,67,39,0,1686,660,11,1015
2020-08-16,0,0,0,0,0,0,0,0,0,134,135,2,1820,795,13,1012
2020-08-17,0,0,0,0,0,0,0,0,0,116,0,5,1936,795,18,1123
2020-08-18,0,0,0,0,0,0,0,0,0,153,66,0,2089,861,18,1210
2020-08-19,0,0,0,0,0,0,0,0,0,136,0,0,2225,861,18,1346
2020-08-20,0,0,0,0,0,0,0,0,0,143,0,1,2368,861,19,1488
2020-08-21,0,0,0,0,0,0,0,0,0,174,0,2,2542,861,21,1660
2020-08-22,0,0,0,0,0,0,0,0,0,201,81,2,2743,942,23,1778
2020-08-23,0,0,0,0,0,0,0,0,0,189,0,0,2932,942,23,1967
2020-08-24,0,0,0,0,0,0,0,0,0,199,0,3,3131,942,26,2163
