Date,Male,Female,Age0To19,Age20To29,Age30To39,Age40To49,Age50To59,Age60To69,Age70OrMore,TotalNewCases,Recovered,Deaths,TotalConfirmedCases,TotalRecovered,TotalDeaths,ActiveCases
2020-04-06,0,1,0,0,0,1,0,0,0,1,0,0,19,1,0,18
2020-04-07,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,18
2020-04-08,1,0,0,1,0,0,0,0,0,0,0,0,20,1,0,19
2020-04-09,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,19
2020-04-10,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,19
2020-04-11,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,19
2020-04-12,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,19
2020-04-13,0,0,0,0,0,0,0,0,0,0,7,0,20,8,0,12
2020-04-14,0,0,0,0,0,0,0,0,0,0,0,0,20,8,0,12
2020-04-15,0,2,2,0,0,0,0,0,0,2,0,0,22,8,0,14
2020-04-16,0,0,0,0,0,0,0,0,0,0,1,0,22,9,0,13
2020-04-17,0,0,0,0,0,0,0,0,0,0,1,0,22,10,0,12
2020-04-18,0,0,0,0,0,0,0,0,0,0,4,0,22,14,0,8
2020-04-19,0,0,0,0,0,0,0,0,0,0,1,0,22,15,0,7
2020-04-20,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,7
2020-04-21,0,0,0,0,0,0,0,0,0,0,0,0,22,15,0,7
2020-04-22,0,0,0,0,0,0,0,0,0,0,1,0,22,16,0,6
2020-04-23,0,0,0,0,0,0,0,0,0,0,0,0,22,16,0,6
2020-04-24,0,0,0,0,0,0,0,0,0,0,4,0,22,20,0,2
2020-04-25,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,2
2020-04-26,0,0,0,0,0,0,0,0,0,0,2,0,22,22,0,0
2020-04-27,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-04-28,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-04-29,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-04-30,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-01,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-02,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-03,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-04,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-05,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-06,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-07,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-08,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-09,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-10,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-11,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-12,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-13,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-14,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-15,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-16,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-17,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-18,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-19,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-20,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-21,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-22,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-23,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-24,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-25,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-26,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-27,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-28,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-29,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-30,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-05-31,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-06-01,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-06-02,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-06-03,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,0
2020-06-04,2,1,1,0,0,2,0,0,0,3,0,0,25,22,0,3
2020-06-05,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,3
2020-06-06,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,3
2020-06-07,0,0,0,0,0,0,0,0,0,0,0,0,25,22,0,3
2020-06-08,1,1,0,0,0,0,2,0,0,2,0,0,27,22,0,5
2020-06-09,0,0,0,0,0,0,0,0,0,0,0,0,27,22,0,5
2020-06-10,3,2,1,1,1,1,0,1,0,5,0,0,32,22,0,10
2020-06-11,3,2,0,1,2,0,2,0,0,5,0,0,37,22,0,15
2020-06-12,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,15
2020-06-13,0,0,0,0,0,0,0,0,0,0,0,0,37,22,0,15
2020-06-14,4,2,0,0,0,0,4,1,1,6,0,0,43,22,0,21
2020-06-15,3,2,0,1,0,2,1,0,1,5,0,0,48,22,0,26
2020-06-16,0,0,0,0,0,0,0,0,0,0,0,0,48,22,0,26
2020-06-17,5,7,1,1,1,4,4,1,0,12,11,0,60,33,0,27
2020-06-18,8,6,0,1,1,7,1,3,1,14,0,0,74,33,0,41
2020-06-19,0,0,0,0,0,0,0,0,0,0,0,1,74,33,1,40
2020-06-20,5,2,0,1,2,1,1,0,2,7,0,1,81,33,2,46
2020-06-21,7,5,1,1,2,1,5,2,0,12,0,0,93,33,2,58
2020-06-22,7,5,0,1,1,7,1,1,1,12,0,0,105,33,2,70
2020-06-23,10,6,2,6,3,4,1,0,0,16,5,0,121,38,2,81
2020-06-24,0,0,0,0,0,0,0,0,0,0,0,0,121,38,2,81
2020-06-25,0,0,0,0,0,0,0,0,0,0,2,0,121,40,2,79
2020-06-26,0,0,0,0,0,0,0,0,0,0,1,0,121,41,2,78
2020-06-27,18,18,3,6,3,8,7,7,2,36,3,0,157,44,2,111
2020-06-28,0,0,0,0,0,0,0,0,0,9,8,1,166,52,3,111
2020-06-29,10,4,0,1,3,6,2,0,2,14,4,1,180,56,4,120
2020-06-30,0,0,0,0,0,0,0,0,0,0,0,0,180,56,4,120
2020-07-01,11,7,0,5,4,3,3,1,2,18,1,0,198,57,4,137
2020-07-02,0,0,0,0,0,0,0,0,0,0,5,0,198,62,4,132
2020-07-03,0,0,0,0,0,0,0,0,0,0,3,0,198,65,4,129
2020-07-04,0,0,0,0,0,0,0,0,0,0,36,0,198,101,4,93
2020-07-05,6,1,0,0,1,4,0,2,0,7,5,0,205,106,4,95
2020-07-06,0,0,0,0,0,0,0,0,0,0,4,0,205,110,4,91
2020-07-07,0,0,0,0,0,0,0,0,0,9,4,0,214,114,4,96
2020-07-08,11,9,0,3,5,6,3,2,1,20,5,0,234,119,4,111
2020-07-09,3,3,0,2,3,0,1,0,0,6,3,0,240,122,4,114
2020-07-10,7,6,1,4,2,1,4,0,1,13,5,0,253,127,4,122
2020-07-11,7,4,0,1,2,2,5,1,0,11,10,0,264,137,4,123
2020-07-12,0,0,0,0,0,0,0,0,0,18,5,0,282,142,4,136
2020-07-13,0,0,0,0,0,0,0,0,0,14,8,2,296,150,6,140
2020-07-14,6,8,0,2,2,5,1,1,3,14,11,0,310,161,6,143
2020-07-15,7,6,0,1,4,5,0,3,0,13,10,0,323,171,6,146
2020-07-16,0,0,0,0,0,0,0,0,0,13,15,0,336,186,6,144
2020-07-17,0,0,0,0,0,0,0,0,0,0,11,0,336,197,6,133
2020-07-18,5,7,0,4,3,0,1,2,0,12,20,1,348,217,7,124
2020-07-19,0,0,0,0,0,0,0,0,0,12,22,0,360,239,7,114
2020-07-20,6,4,0,4,2,2,0,2,0,10,16,0,370,255,7,108
2020-07-21,7,3,0,4,4,1,0,0,1,10,19,0,380,274,7,99
2020-07-22,5,4,0,3,0,2,1,2,1,9,23,1,389,297,8,84
2020-07-23,11,3,1,3,2,2,3,2,1,14,22,0,403,319,8,76
2020-07-24,0,0,0,0,0,0,0,0,0,0,10,0,403,329,8,66
2020-07-25,0,0,0,0,0,0,0,0,0,14,9,0,417,338,8,71
2020-07-26,4,3,0,1,3,0,2,0,1,7,12,0,424,350,8,66
2020-07-27,4,1,0,0,1,1,1,1,1,5,10,0,429,360,8,61
2020-07-28,10,5,1,1,4,3,3,3,0,15,15,0,444,375,8,61
2020-07-29,4,10,1,2,3,1,6,1,0,14,10,0,458,385,8,65
2020-07-30,10,7,2,1,5,5,2,1,1,17,14,0,475,399,8,68
2020-07-31,0,0,0,0,0,0,0,0,0,0,6,0,475,405,8,62
2020-08-01,0,0,0,0,0,0,0,0,0,0,5,0,475,410,8,57
2020-08-02,0,0,0,0,0,0,0,0,0,0,10,0,475,420,8,47
2020-08-03,0,0,0,0,0,0,0,0,0,0,0,0,475,420,8,47
2020-08-04,0,0,0,0,0,0,0,0,0,0,10,0,475,430,8,37
2020-08-05,15,6,0,6,5,8,2,0,0,21,11,0,496,441,8,47
2020-08-06,6,8,2,2,4,4,1,1,0,14,9,0,510,450,8,52
2020-08-07,0,0,0,0,0,0,0,0,0,11,13,0,521,463,8,50
2020-08-08,0,0,0,0,0,0,0,0,0,0,0,0,521,463,8,50
2020-08-09,0,0,0,0,0,0,0,0,0,16,8,1,537,471,9,57
2020-08-10,0,0,0,0,0,0,0,0,0,18,10,0,555,481,9,65
2020-08-11,0,0,0,0,0,0,0,0,0,16,8,1,571,489,10,72
2020-08-12,0,0,0,0,0,0,0,0,0,27,15,1,598,504,11,83
